id,state,year,quarter,district,transaction_count,transaction_amount
785,arunachal-pradesh,2021,1,"pakke kessang district",3563,8146941.7919960935
786,arunachal-pradesh,2021,1,"dibang valley district",1930,7949867.973505622
787,arunachal-pradesh,2021,1,"west kameng district",120906,384735272.8434415
788,arunachal-pradesh,2021,1,"shi yomi district",1251,6905518.17317189
789,arunachal-pradesh,2021,1,"east siang district",82357,253988360.79783517
790,arunachal-pradesh,2021,1,"upper subansiri district",28053,116973014.48753676
791,arunachal-pradesh,2021,1,"east kameng district",16281,77915774.21328105
792,arunachal-pradesh,2021,1,"lohit district",72380,198534806.934188
793,arunachal-pradesh,2021,1,"lepa rada district",15690,52794992.77695303
794,arunachal-pradesh,2021,1,"tawang district",54137,207859088.41115895
795,arunachal-pradesh,2021,1,"namsai district",45753,116637630.67690115
796,arunachal-pradesh,2021,2,"lower dibang valley district",42091,105552358.12192997
797,arunachal-pradesh,2021,2,"lower subansiri district",40081,120717472.89200453
798,arunachal-pradesh,2021,2,"longding district",31640,96566640.5347223
799,arunachal-pradesh,2021,2,"west siang district",59341,180700138.79997098
800,arunachal-pradesh,2021,2,"kamle district",5476,17345427.03524171
801,arunachal-pradesh,2021,2,"upper siang district",25971,89455180.0696969
802,arunachal-pradesh,2021,2,"tirap district",46320,144548683.3225929
803,arunachal-pradesh,2021,2,"papum pare district",552953,1501062555.477559
804,arunachal-pradesh,2021,2,"kurung kumey district",6623,27396796.623303153
805,arunachal-pradesh,2021,2,"anjaw district",15311,43475744.23676274
806,arunachal-pradesh,2021,2,"siang district",17032,52687221.42695154
807,arunachal-pradesh,2021,2,"lower siang district",17401,45499278.56988002
808,arunachal-pradesh,2021,2,"kra daadi district",8758,35998227.60012327
809,arunachal-pradesh,2021,2,"changlang district",105461,264031910.34894213
810,arunachal-pradesh,2021,2,"pakke kessang district",4424,13097426.072373278
811,arunachal-pradesh,2021,2,"dibang valley district",1995,9465919.622553768
812,arunachal-pradesh,2021,2,"west kameng district",164866,482626617.86575466
813,arunachal-pradesh,2021,2,"shi yomi district",2135,12166777.18507706
814,arunachal-pradesh,2021,2,"east siang district",106787,286839106.4541313
815,arunachal-pradesh,2021,2,"upper subansiri district",35856,131912938.7628825
816,arunachal-pradesh,2021,2,"east kameng district",22015,95352007.56231916
817,arunachal-pradesh,2021,2,"lohit district",99686,230495504.2475701
818,arunachal-pradesh,2021,2,"lepa rada district",21273,71336743.85611859
819,arunachal-pradesh,2021,2,"tawang district",70061,251025037.95363936
820,arunachal-pradesh,2021,2,"namsai district",64781,147069902.3522784
821,arunachal-pradesh,2021,3,"lower dibang valley district",50270,133788746.95473914
822,arunachal-pradesh,2021,3,"lower subansiri district",46105,142674452.19705147
823,arunachal-pradesh,2021,3,"longding district",32638,100698520.96035638
824,arunachal-pradesh,2021,3,"west siang district",65763,217065611.3332364
825,arunachal-pradesh,2021,3,"kamle district",6064,19140719.47908092
826,arunachal-pradesh,2021,3,"upper siang district",27960,114285857.14806488
827,arunachal-pradesh,2021,3,"tirap district",47118,143620525.85725695
828,arunachal-pradesh,2021,3,"papum pare district",710098,1995999756.3372893
829,arunachal-pradesh,2021,3,"kurung kumey district",7417,30935383.383134913
830,arunachal-pradesh,2021,3,"anjaw district",22621,69876730.14897071
831,arunachal-pradesh,2021,3,"siang district",17241,58453201.45572044
832,arunachal-pradesh,2021,3,"lower siang district",19324,46101622.757140934
833,arunachal-pradesh,2021,3,"kra daadi district",8974,32167939.60284054
834,arunachal-pradesh,2021,3,"changlang district",120126,319705502.42197955
835,arunachal-pradesh,2021,3,"pakke kessang district",5061,12416386.841288097
836,arunachal-pradesh,2021,3,"dibang valley district",2354,13284361.635290643
837,arunachal-pradesh,2021,3,"west kameng district",209165,658232385.7409549
838,arunachal-pradesh,2021,3,"shi yomi district",2559,17495021.72242897
839,arunachal-pradesh,2021,3,"east siang district",128957,368061706.2429154
840,arunachal-pradesh,2021,3,"upper subansiri district",46434,191353412.42695975
841,arunachal-pradesh,2021,3,"east kameng district",23739,102442240.26594694
842,arunachal-pradesh,2021,3,"lohit district",117879,275160751.4034922
843,arunachal-pradesh,2021,3,"lepa rada district",20756,72378628.44705966
844,arunachal-pradesh,2021,3,"tawang district",89052,365404078.3528414
845,arunachal-pradesh,2021,3,"namsai district",79292,177380632.18278244
846,arunachal-pradesh,2021,4,"lower dibang valley district",65302,174980099.83925235
847,arunachal-pradesh,2021,4,"lower subansiri district",60146,199366119.13556093
848,arunachal-pradesh,2021,4,"longding district",37096,125754642.94209707
849,arunachal-pradesh,2021,4,"west siang district",79050,267978346.9418527
850,arunachal-pradesh,2021,4,"kamle district",8517,31862943.48592616
851,arunachal-pradesh,2021,4,"upper siang district",41167,155266317.84142125
852,arunachal-pradesh,2021,4,"tirap district",52675,172835892.68512428
853,arunachal-pradesh,2021,4,"papum pare district",919925,2435796597.1781564
854,arunachal-pradesh,2021,4,"kurung kumey district",8467,36028643.15543166
855,arunachal-pradesh,2021,4,"anjaw district",24083,77313027.11673045
856,arunachal-pradesh,2021,4,"siang district",22785,72065716.16878249
857,arunachal-pradesh,2021,4,"lower siang district",25424,69995156.90875632
858,arunachal-pradesh,2021,4,"kra daadi district",10986,42553945.301929176
859,arunachal-pradesh,2021,4,"changlang district",147432,403255246.4023236
860,arunachal-pradesh,2021,4,"pakke kessang district",6343,15848508.20917535
861,arunachal-pradesh,2021,4,"dibang valley district",2711,14284034.399703257
862,arunachal-pradesh,2021,4,"west kameng district",247346,765859269.2953706
863,arunachal-pradesh,2021,4,"shi yomi district",3066,19610548.431270048
864,arunachal-pradesh,2021,4,"east siang district",169617,450185173.037876
865,arunachal-pradesh,2021,4,"upper subansiri district",54298,226652835.3581027
866,arunachal-pradesh,2021,4,"east kameng district",27988,122366463.65672666
867,arunachal-pradesh,2021,4,"lohit district",142772,328942905.2553121
868,arunachal-pradesh,2021,4,"lepa rada district",28633,101798549.88186258
869,arunachal-pradesh,2021,4,"tawang district",99575,412396002.3197621
870,arunachal-pradesh,2021,4,"namsai district",105194,220513367.66283622
871,arunachal-pradesh,2022,1,"lower dibang valley district",83531,235243185.52128848
872,arunachal-pradesh,2022,1,"lower subansiri district",73100,239825149.91154164
873,arunachal-pradesh,2022,1,"longding district",43533,138915391.14290744
874,arunachal-pradesh,2022,1,"west siang district",92331,315562272.5888671
875,arunachal-pradesh,2022,1,"kamle district",11978,39224415.796201825
876,arunachal-pradesh,2022,1,"upper siang district",43428,156487414.60212946
877,arunachal-pradesh,2022,1,"tirap district",59514,181768733.7198426
878,arunachal-pradesh,2022,1,"papum pare district",1163726,2909248438.629796
879,arunachal-pradesh,2022,1,"kurung kumey district",10401,46127063.32319221
880,arunachal-pradesh,2022,1,"anjaw district",21058,70149358.0827275
881,arunachal-pradesh,2022,1,"siang district",23793,80549877.87323424
882,arunachal-pradesh,2022,1,"lower siang district",29595,80036191.45641762
883,arunachal-pradesh,2022,1,"kra daadi district",14110,54761962.54116271
884,arunachal-pradesh,2022,1,"changlang district",171494,490549428.7793704
885,arunachal-pradesh,2022,1,"pakke kessang district",8817,26463907.43466976
886,arunachal-pradesh,2022,1,"dibang valley district",2927,15694666.656907387
887,arunachal-pradesh,2022,1,"west kameng district",240672,705607894.004217
888,arunachal-pradesh,2022,1,"shi yomi district",2903,19772208.730185587
889,arunachal-pradesh,2022,1,"east siang district",201945,501600929.04419017
890,arunachal-pradesh,2022,1,"upper subansiri district",61408,250527144.28565046
891,arunachal-pradesh,2022,1,"east kameng district",36452,157804149.97029108
892,arunachal-pradesh,2022,1,"lohit district",169954,393361044.4830233
893,arunachal-pradesh,2022,1,"lepa rada district",33504,116144345.41984761
894,arunachal-pradesh,2022,1,"tawang district",86721,346661566.51465106
895,arunachal-pradesh,2022,1,"namsai district",117173,256004887.5750422
896,arunachal-pradesh,2022,2,"lower dibang valley district",104498,271945446.39483917
897,arunachal-pradesh,2022,2,"lower subansiri district",94109,287993729.7711809
898,arunachal-pradesh,2022,2,"longding district",53158,160788732.81339836
899,arunachal-pradesh,2022,2,"west siang district",121772,375530981.6496287
900,arunachal-pradesh,2022,2,"kamle district",15014,44602505.00778252
901,arunachal-pradesh,2022,2,"upper siang district",48672,156044689.03497896
902,arunachal-pradesh,2022,2,"tirap district",77626,237900567.7289177
903,arunachal-pradesh,2022,2,"papum pare district",1444757,3269917296.559577
904,arunachal-pradesh,2022,2,"kurung kumey district",11548,48364588.79678346
905,arunachal-pradesh,2022,2,"anjaw district",29854,100406271.77969864
906,arunachal-pradesh,2022,2,"siang district",28364,83637271.88783586
907,arunachal-pradesh,2022,2,"lower siang district",35467,92504503.65485632
908,arunachal-pradesh,2022,2,"kra daadi district",15115,64226643.96066442
909,arunachal-pradesh,2022,2,"changlang district",203732,513287861.1029648
910,arunachal-pradesh,2022,2,"pakke kessang district",10309,27595370.58732931
911,arunachal-pradesh,2022,2,"dibang valley district",3179,17089738.718757033
912,arunachal-pradesh,2022,2,"west kameng district",327925,893486447.5566866
913,arunachal-pradesh,2022,2,"shi yomi district",3929,28306519.496313594
914,arunachal-pradesh,2022,2,"east siang district",261162,604825118.1911322
915,arunachal-pradesh,2022,2,"upper subansiri district",69169,253134359.51780328
916,arunachal-pradesh,2022,2,"east kameng district",45363,191450485.63458514
917,arunachal-pradesh,2022,2,"lohit district",226199,502322813.6384014
918,arunachal-pradesh,2022,2,"lepa rada district",40528,118031124.67116562
919,arunachal-pradesh,2022,2,"tawang district",132824,494351396.8226247
920,arunachal-pradesh,2022,2,"namsai district",152652,293920909.24794424
921,arunachal-pradesh,2022,3,"lower dibang valley district",112848,273001216.6677967
922,arunachal-pradesh,2022,3,"lower subansiri district",109261,285712248.1429684
923,arunachal-pradesh,2022,3,"longding district",57360,154461013.00605297
924,arunachal-pradesh,2022,3,"west siang district",136332,395192937.9954808
925,arunachal-pradesh,2022,3,"kamle district",16300,40508790.17987645
926,arunachal-pradesh,2022,3,"upper siang district",51285,160298876.32394755
927,arunachal-pradesh,2022,3,"tirap district",79206,216482194.52850336
928,arunachal-pradesh,2022,3,"papum pare district",1651143,3211809407.131925
929,arunachal-pradesh,2022,3,"kurung kumey district",12677,54808629.689540036
930,arunachal-pradesh,2022,3,"anjaw district",32452,104784905.2209255
931,arunachal-pradesh,2022,3,"siang district",34204,91702284.02541924
932,arunachal-pradesh,2022,3,"lower siang district",38480,85746020.38579762
933,arunachal-pradesh,2022,3,"kra daadi district",15939,59014513.91034414
934,arunachal-pradesh,2022,3,"changlang district",216609,492535245.0550784
935,arunachal-pradesh,2022,3,"pakke kessang district",12764,26095563.60834673
936,arunachal-pradesh,2022,3,"dibang valley district",3266,19490605.610856578
937,arunachal-pradesh,2022,3,"west kameng district",371632,945171308.1838298
938,arunachal-pradesh,2022,3,"shi yomi district",4909,31175974.40628878
939,arunachal-pradesh,2022,3,"east siang district",286766,594752976.4068052
940,arunachal-pradesh,2022,3,"upper subansiri district",77637,256409311.95083195
941,arunachal-pradesh,2022,3,"east kameng district",52570,166910810.4295592
942,arunachal-pradesh,2022,3,"lohit district",236792,461745616.9201143
943,arunachal-pradesh,2022,3,"lepa rada district",38997,105244758.5087227
944,arunachal-pradesh,2022,3,"tawang district",138313,514855579.7238326
945,arunachal-pradesh,2022,3,"namsai district",151676,277199997.0357646
946,arunachal-pradesh,2022,4,"lower dibang valley district",137218,308329533.63406837
947,arunachal-pradesh,2022,4,"lower subansiri district",143172,339443886.23657525
948,arunachal-pradesh,2022,4,"longding district",63481,151727225.22689673
949,arunachal-pradesh,2022,4,"west siang district",176377,449302139.4960692
950,arunachal-pradesh,2022,4,"kamle district",22093,54695370.469332285
951,arunachal-pradesh,2022,4,"upper siang district",61031,174436476.513136
952,arunachal-pradesh,2022,4,"tirap district",88024,205933250.0190781
953,arunachal-pradesh,2022,4,"papum pare district",1917365,3401999228.9392605
954,arunachal-pradesh,2022,4,"kurung kumey district",14780,55991360.89182171
955,arunachal-pradesh,2022,4,"anjaw district",31170,86691809.7433357
956,arunachal-pradesh,2022,4,"siang district",46250,124012661.78071377
957,arunachal-pradesh,2022,4,"lower siang district",50212,111700711.05104405
958,arunachal-pradesh,2022,4,"kra daadi district",19724,69295211.52201861
959,arunachal-pradesh,2022,4,"changlang district",254818,572195646.772961
960,arunachal-pradesh,2022,4,"pakke kessang district",15377,28806042.8090343
961,arunachal-pradesh,2022,4,"dibang valley district",3440,17938501.796178654
962,arunachal-pradesh,2022,4,"west kameng district",421418,954522716.7333797
963,arunachal-pradesh,2022,4,"shi yomi district",4926,33977040.52287009
964,arunachal-pradesh,2022,4,"east siang district",327737,623525449.463265
965,arunachal-pradesh,2022,4,"upper subansiri district",93017,285077053.9982841
966,arunachal-pradesh,2022,4,"east kameng district",68774,178064501.28067553
967,arunachal-pradesh,2022,4,"lohit district",276551,503661703.8315097
968,arunachal-pradesh,2022,4,"lepa rada district",51416,127294274.35791278
969,arunachal-pradesh,2022,4,"tawang district",155419,518332824.89263654
970,arunachal-pradesh,2022,4,"namsai district",188919,307955075.5201911
971,arunachal-pradesh,2023,1,"lower dibang valley district",256396,537713700
972,arunachal-pradesh,2023,1,"lower subansiri district",257899,585614438
973,arunachal-pradesh,2023,1,"longding district",107606,261124844
974,arunachal-pradesh,2023,1,"west siang district",320064,764188915
975,arunachal-pradesh,2023,1,"kamle district",40383,92585537
976,arunachal-pradesh,2023,1,"upper siang district",103335,268653642
977,arunachal-pradesh,2023,1,"tirap district",157071,368592354
978,arunachal-pradesh,2023,1,"papum pare district",3302746,5900429571
979,arunachal-pradesh,2023,1,"kurung kumey district",29127,97772110
980,arunachal-pradesh,2023,1,"anjaw district",47386,125631329
981,arunachal-pradesh,2023,1,"siang district",80741,201397801
982,arunachal-pradesh,2023,1,"lower siang district",95379,206156352
983,arunachal-pradesh,2023,1,"kra daadi district",39986,133651279
984,arunachal-pradesh,2023,1,"changlang district",494506,1101499481
985,arunachal-pradesh,2023,1,"pakke kessang district",29274,53298027
986,arunachal-pradesh,2023,1,"dibang valley district",6327,28921318
987,arunachal-pradesh,2023,1,"west kameng district",662521,1414404520
988,arunachal-pradesh,2023,1,"shi yomi district",6633,38151814
989,arunachal-pradesh,2023,1,"east siang district",535198,990989057
990,arunachal-pradesh,2023,1,"upper subansiri district",179629,533663642
991,arunachal-pradesh,2023,1,"east kameng district",150931,375398867
992,arunachal-pradesh,2023,1,"lohit district",483285,870836418
993,arunachal-pradesh,2023,1,"lepa rada district",91748,200811427
994,arunachal-pradesh,2023,1,"tawang district",239151,724541898
995,arunachal-pradesh,2023,1,"namsai district",325503,518550113
996,arunachal-pradesh,2023,2,"lower dibang valley district",320847,641502543
997,arunachal-pradesh,2023,2,"lower subansiri district",341107,689315626
998,arunachal-pradesh,2023,2,"longding district",130522,285288333
999,arunachal-pradesh,2023,2,"west siang district",450143,970914462
1000,arunachal-pradesh,2023,2,"kamle district",55865,106363865
