id,state,year,quarter,transaction_type,transaction_count,transaction_amount
833,chandigarh,2024,3,"Recharge & bill payments",824606,1038931528
834,chandigarh,2024,3,"Financial Services",17447,32954399
835,chandigarh,2024,3,Others,13351,31600676
836,chandigarh,2024,4,"Merchant payments",12960792,6648643038
837,chandigarh,2024,4,"Peer-to-peer payments",4727760,12817849297
838,chandigarh,2024,4,"Recharge & bill payments",791148,984309171
839,chandigarh,2024,4,"Financial Services",35852,25202177
840,chandigarh,2024,4,Others,12892,25382206
841,chhattisgarh,2018,1,"Recharge & bill payments",1177618,206518662.81014803
842,chhattisgarh,2018,1,"Peer-to-peer payments",550697,1838238336.1663632
843,chhattisgarh,2018,1,"Merchant payments",42411,39708474.15869055
844,chhattisgarh,2018,1,"Financial Services",33002,7350624.274461515
845,chhattisgarh,2018,1,Others,87786,57339459.82710209
846,chhattisgarh,2018,2,"Recharge & bill payments",1643461,351709628.0901169
847,chhattisgarh,2018,2,"Peer-to-peer payments",933066,3703114547.658351
848,chhattisgarh,2018,2,"Merchant payments",118438,129967815.18510856
849,chhattisgarh,2018,2,"Financial Services",40299,9405941.62707696
850,chhattisgarh,2018,2,Others,80892,69972510.60099621
851,chhattisgarh,2018,3,"Recharge & bill payments",1911374,443460556.77590346
852,chhattisgarh,2018,3,"Peer-to-peer payments",1619886,5647949187.747948
853,chhattisgarh,2018,3,"Merchant payments",220572,145342066.01377475
854,chhattisgarh,2018,3,"Financial Services",31927,6195179.156999446
855,chhattisgarh,2018,3,Others,75845,59360083.75169004
856,chhattisgarh,2018,4,"Recharge & bill payments",2438959,554514488.4121984
857,chhattisgarh,2018,4,"Peer-to-peer payments",2342713,8450105299.480802
858,chhattisgarh,2018,4,"Merchant payments",458091,331842964.57864183
859,chhattisgarh,2018,4,"Financial Services",42199,9709810.436343707
860,chhattisgarh,2018,4,Others,83882,70240102.06349953
861,chhattisgarh,2019,1,"Peer-to-peer payments",4068056,11417366152.388483
862,chhattisgarh,2019,1,"Recharge & bill payments",2997095,679458794.5442779
863,chhattisgarh,2019,1,"Merchant payments",710047,374735986.85082686
864,chhattisgarh,2019,1,"Financial Services",33835,5075418.743007188
865,chhattisgarh,2019,1,Others,78636,67920032.80184662
866,chhattisgarh,2019,2,"Peer-to-peer payments",4350167,15410038389.818308
867,chhattisgarh,2019,2,"Recharge & bill payments",3435305,855753107.510468
868,chhattisgarh,2019,2,"Merchant payments",1483870,654411637.0168115
869,chhattisgarh,2019,2,"Financial Services",22563,4237631.55442897
870,chhattisgarh,2019,2,Others,98040,77914922.92227882
871,chhattisgarh,2019,3,"Peer-to-peer payments",5021844,17584630267.779922
872,chhattisgarh,2019,3,"Recharge & bill payments",4335851,1069468753.7262831
873,chhattisgarh,2019,3,"Merchant payments",2772084,1074255588.7227576
874,chhattisgarh,2019,3,"Financial Services",16452,4542997.939180325
875,chhattisgarh,2019,3,Others,96880,70361559.28538439
876,chhattisgarh,2019,4,"Peer-to-peer payments",7241974,24112075521.017845
877,chhattisgarh,2019,4,"Recharge & bill payments",5112337,1257371454.8604
878,chhattisgarh,2019,4,"Merchant payments",3852716,1720930747.6285615
879,chhattisgarh,2019,4,"Financial Services",14974,4665759.804240476
880,chhattisgarh,2019,4,Others,83757,48745253.90234077
881,chhattisgarh,2020,1,"Peer-to-peer payments",8109789,28723854868.846924
882,chhattisgarh,2020,1,"Recharge & bill payments",6400067,1688995018.2209015
883,chhattisgarh,2020,1,"Merchant payments",4923214,2393811867.3887434
884,chhattisgarh,2020,1,"Financial Services",12424,7378557.223060286
885,chhattisgarh,2020,1,Others,78497,46557359.6766012
886,chhattisgarh,2020,2,"Recharge & bill payments",8366200,2504355746.828547
887,chhattisgarh,2020,2,"Peer-to-peer payments",7216219,27351810047.608715
888,chhattisgarh,2020,2,"Merchant payments",3158417,2361252112.419633
889,chhattisgarh,2020,2,"Financial Services",19986,17814454.60563486
890,chhattisgarh,2020,2,Others,60103,33149845.438824516
891,chhattisgarh,2020,3,"Peer-to-peer payments",9734445,34661165923.13037
892,chhattisgarh,2020,3,"Recharge & bill payments",8705513,2790720003.1373434
893,chhattisgarh,2020,3,"Merchant payments",5591916,3990179454.1880045
894,chhattisgarh,2020,3,"Financial Services",34893,39141096.45070238
895,chhattisgarh,2020,3,Others,81772,45538330.62766186
896,chhattisgarh,2020,4,"Peer-to-peer payments",14257312,50812302052.952705
897,chhattisgarh,2020,4,"Merchant payments",11677743,8238390462.202984
898,chhattisgarh,2020,4,"Recharge & bill payments",9423324,3033918783.208999
899,chhattisgarh,2020,4,"Financial Services",41308,48082346.06124696
900,chhattisgarh,2020,4,Others,129949,82280639.52262866
901,chhattisgarh,2021,1,"Peer-to-peer payments",15621154,55638916992.13896
902,chhattisgarh,2021,1,"Merchant payments",15222763,10661449529.109669
903,chhattisgarh,2021,1,"Recharge & bill payments",8456094,3000977538.840563
904,chhattisgarh,2021,1,"Financial Services",37395,40387648.84021996
905,chhattisgarh,2021,1,Others,99031,68111552.62215017
906,chhattisgarh,2021,2,"Peer-to-peer payments",18387345,62134058797.4359
907,chhattisgarh,2021,2,"Merchant payments",15369311,12828590761.713423
908,chhattisgarh,2021,2,"Recharge & bill payments",10764784,3640692364.165052
909,chhattisgarh,2021,2,"Financial Services",40213,39620256.36433959
910,chhattisgarh,2021,2,Others,127767,85809079.54731184
911,chhattisgarh,2021,3,"Merchant payments",27552743,19905616746.805294
912,chhattisgarh,2021,3,"Peer-to-peer payments",25447410,80506858751.32883
913,chhattisgarh,2021,3,"Recharge & bill payments",11039088,4045490947.2382197
914,chhattisgarh,2021,3,"Financial Services",38817,48855662.40142638
915,chhattisgarh,2021,3,Others,159880,99286155.00295877
916,chhattisgarh,2021,4,"Merchant payments",40526025,29283695601.229546
917,chhattisgarh,2021,4,"Peer-to-peer payments",32799167,102177997315.68285
918,chhattisgarh,2021,4,"Recharge & bill payments",11115444,4724827139.9519415
919,chhattisgarh,2021,4,"Financial Services",55237,66445873.296120845
920,chhattisgarh,2021,4,Others,221621,146144588.65236923
921,chhattisgarh,2022,1,"Merchant payments",48236094,33822547183.04485
922,chhattisgarh,2022,1,"Peer-to-peer payments",37457039,118393860520.57216
923,chhattisgarh,2022,1,"Recharge & bill payments",11466264,5442872986.10511
924,chhattisgarh,2022,1,"Financial Services",52918,55991695.312008664
925,chhattisgarh,2022,1,Others,200977,131773069.80038045
926,chhattisgarh,2022,2,"Merchant payments",61093916,41536371583.74904
927,chhattisgarh,2022,2,"Peer-to-peer payments",42532112,133534947239.2497
928,chhattisgarh,2022,2,"Recharge & bill payments",12737942,5949415519.837789
929,chhattisgarh,2022,2,"Financial Services",41530,46037703.16128763
930,chhattisgarh,2022,2,Others,178548,114905117.7834119
931,chhattisgarh,2022,3,"Merchant payments",84355775,50874051122.3736
932,chhattisgarh,2022,3,"Peer-to-peer payments",57116149,161027214428.20593
933,chhattisgarh,2022,3,"Recharge & bill payments",16538894,8069941553.075293
934,chhattisgarh,2022,3,"Financial Services",55775,61881709.73674865
935,chhattisgarh,2022,3,Others,185994,128469268.59740639
936,chhattisgarh,2022,4,"Merchant payments",97405954,60247141797.94961
937,chhattisgarh,2022,4,"Peer-to-peer payments",63986789,183672880692.7266
938,chhattisgarh,2022,4,"Recharge & bill payments",16324117,8376603987.152398
939,chhattisgarh,2022,4,"Financial Services",63695,81169069.23462963
940,chhattisgarh,2022,4,Others,179891,141385263.4082809
941,chhattisgarh,2023,1,"Merchant payments",115821237,68619935279
942,chhattisgarh,2023,1,"Peer-to-peer payments",76752033,221082684005
943,chhattisgarh,2023,1,"Recharge & bill payments",21896029,11162940453
944,chhattisgarh,2023,1,"Financial Services",72038,65398770
945,chhattisgarh,2023,1,Others,207620,157977952
946,chhattisgarh,2023,2,"Merchant payments",138222517,78172761996
947,chhattisgarh,2023,2,"Peer-to-peer payments",86887081,243032806463
948,chhattisgarh,2023,2,"Recharge & bill payments",24550623,11714283831
949,chhattisgarh,2023,2,"Financial Services",77813,90235297
950,chhattisgarh,2023,2,Others,193602,146759167
951,chhattisgarh,2023,3,"Merchant payments",161142673,85645642195
952,chhattisgarh,2023,3,"Peer-to-peer payments",97060888,251466237009
953,chhattisgarh,2023,3,"Recharge & bill payments",25011103,13000613447
954,chhattisgarh,2023,3,"Financial Services",95807,131864372
955,chhattisgarh,2023,3,Others,182186,135322503
956,chhattisgarh,2023,4,"Merchant payments",185440451,102326470529
957,chhattisgarh,2023,4,"Peer-to-peer payments",110795079,287452814383
958,chhattisgarh,2023,4,"Recharge & bill payments",25330600,13898322691
959,chhattisgarh,2023,4,"Financial Services",115404,174278673
960,chhattisgarh,2023,4,Others,194798,133148269
961,chhattisgarh,2024,1,"Merchant payments",212194065,116463019844
962,chhattisgarh,2024,1,"Peer-to-peer payments",124567252,329976785438
963,chhattisgarh,2024,1,"Recharge & bill payments",29121761,16237500799
964,chhattisgarh,2024,1,"Financial Services",117960,205227725
965,chhattisgarh,2024,1,Others,175646,127276095
966,chhattisgarh,2024,2,"Merchant payments",245595547,132662738857
967,chhattisgarh,2024,2,"Peer-to-peer payments",134658010,346912119555
968,chhattisgarh,2024,2,"Recharge & bill payments",31469605,16306210818
969,chhattisgarh,2024,2,"Financial Services",148570,297328748
970,chhattisgarh,2024,2,Others,175973,135034441
971,chhattisgarh,2024,3,"Merchant payments",267508081,136419004302
972,chhattisgarh,2024,3,"Peer-to-peer payments",146302685,342236114715
973,chhattisgarh,2024,3,"Recharge & bill payments",29502494,18226578889
974,chhattisgarh,2024,3,"Financial Services",179562,354020024
975,chhattisgarh,2024,3,Others,147280,124415828
976,chhattisgarh,2024,4,"Merchant payments",304445323,159212481149
977,chhattisgarh,2024,4,"Peer-to-peer payments",166465519,398345139636
978,chhattisgarh,2024,4,"Recharge & bill payments",29120062,18801380994
979,chhattisgarh,2024,4,"Financial Services",477311,324186192
980,chhattisgarh,2024,4,Others,147189,145256654
981,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Recharge & bill payments",95544,17526369.5804541
982,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Peer-to-peer payments",44599,151966933.24607396
983,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Merchant payments",1531,1580762.779739072
984,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,"Financial Services",1364,353171.5523814913
985,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.95056825
986,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Recharge & bill payments",122834,30595592.007682398
987,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Peer-to-peer payments",69215,261995613.05482048
988,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Merchant payments",3544,4685536.036433555
989,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,"Financial Services",2996,383806.08546730166
990,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.471747881
991,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Recharge & bill payments",157113,39790820.29359456
992,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Peer-to-peer payments",119346,396698085.4104552
993,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Merchant payments",7465,5693604.7441260815
994,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,"Financial Services",1477,297647.89589848556
995,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334100959
996,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Peer-to-peer payments",194214,582082154.4115133
997,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Recharge & bill payments",185793,49972030.11285484
998,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Merchant payments",15739,19577328.03937304
999,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,"Financial Services",2996,371674.6991335743
1000,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,5340,6747429.538011953
